name,manufacturer,tdp,cores,frequency,total_die_size,gwp_embedded,gwp_use,gwp_total,pe_embedded,pe_use,pe_total,adp_embedded,adp_use,adp_total
AMD Phenom II X4 920,AMD,125.0,4.0,2.8,258.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom II X4 925,AMD,95.0,4.0,2.8,258.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom II X4 940 BE,AMD,125.0,4.0,3.0,258.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom II X4 945 (125W),AMD,125.0,4.0,3.0,258.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom II X4 945 (95W),AMD,95.0,4.0,3.0,258.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom II X4 955 (125W),AMD,125.0,4.0,3.2,258.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom II X4 955 (95W),AMD,95.0,4.0,3.2,258.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom II X4 955 BE,AMD,125.0,4.0,3.2,258.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom II X4 960T BE,AMD,95.0,4.0,3.0,346.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom II X4 965 BE (125W),AMD,125.0,4.0,3.4,258.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom II X4 965 BE (140W),AMD,140.0,4.0,3.4,258.0,12.7,1400.0,1412.7,200.0,50000.0,50200.0,0.0204,0.00024,0.020640000000000002
AMD Phenom II X4 970 BE,AMD,125.0,4.0,3.5,346.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom II X4 975 BE,AMD,125.0,4.0,3.6,258.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom II X4 980 BE,AMD,125.0,4.0,3.7,258.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom II X4 B93,AMD,95.0,4.0,2.8,258.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom II X4 B95,AMD,95.0,4.0,3.0,258.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom II X4 B97,AMD,95.0,4.0,3.2,258.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom II X6 1035T,AMD,95.0,6.0,2.6,346.0,13.0,900.0,913.0,210.0,30000.0,30210.0,0.0204,0.00016,0.020560000000000002
AMD Phenom II X6 1045T,AMD,95.0,6.0,2.7,346.0,13.0,900.0,913.0,210.0,30000.0,30210.0,0.0204,0.00016,0.020560000000000002
AMD Phenom II X6 1055T (125W),AMD,125.0,6.0,2.8,346.0,13.0,1200.0,1213.0,210.0,40000.0,40210.0,0.0204,0.00021,0.02061
AMD Phenom II X6 1055T (95W),AMD,95.0,6.0,2.8,346.0,13.0,900.0,913.0,210.0,30000.0,30210.0,0.0204,0.00016,0.020560000000000002
AMD Phenom II X6 1065T,AMD,125.0,6.0,2.9,346.0,13.0,1200.0,1213.0,210.0,40000.0,40210.0,0.0204,0.00021,0.02061
AMD Phenom II X6 1075T,AMD,125.0,6.0,3.0,346.0,13.0,1200.0,1213.0,210.0,40000.0,40210.0,0.0204,0.00021,0.02061
AMD Phenom II X6 1090T BE,AMD,125.0,6.0,3.2,346.0,13.0,1200.0,1213.0,210.0,40000.0,40210.0,0.0204,0.00021,0.02061
AMD Phenom II X6 1100T BE,AMD,125.0,6.0,3.3,346.0,13.0,1200.0,1213.0,210.0,40000.0,40210.0,0.0204,0.00021,0.02061
AMD Phenom X3 8250e,AMD,65.0,3.0,1.9,285.0,14.48,600.0,614.48,227.8,20000.0,20227.8,0.0204,0.00011,0.02051
AMD Phenom X3 8400,AMD,95.0,3.0,2.1,285.0,14.48,900.0,914.48,227.8,30000.0,30227.8,0.0204,0.00016,0.020560000000000002
AMD Phenom X3 8450,AMD,95.0,3.0,2.1,285.0,14.48,900.0,914.48,227.8,30000.0,30227.8,0.0204,0.00016,0.020560000000000002
AMD Phenom X3 8450e,AMD,65.0,3.0,2.1,285.0,14.48,600.0,614.48,227.8,20000.0,20227.8,0.0204,0.00011,0.02051
AMD Phenom X3 8550,AMD,95.0,3.0,2.2,285.0,14.48,900.0,914.48,227.8,30000.0,30227.8,0.0204,0.00016,0.020560000000000002
AMD Phenom X3 8600,AMD,95.0,3.0,2.3,285.0,14.48,900.0,914.48,227.8,30000.0,30227.8,0.0204,0.00016,0.020560000000000002
AMD Phenom X3 8650,AMD,95.0,3.0,2.3,285.0,14.48,900.0,914.48,227.8,30000.0,30227.8,0.0204,0.00016,0.020560000000000002
AMD Phenom X3 8750,AMD,95.0,3.0,2.4,285.0,14.48,900.0,914.48,227.8,30000.0,30227.8,0.0204,0.00016,0.020560000000000002
AMD Phenom X3 8750 BE,AMD,95.0,3.0,2.4,285.0,14.48,900.0,914.48,227.8,30000.0,30227.8,0.0204,0.00016,0.020560000000000002
AMD Phenom X3 8850,AMD,95.0,3.0,2.5,285.0,14.48,900.0,914.48,227.8,30000.0,30227.8,0.0204,0.00016,0.020560000000000002
AMD Phenom X4 9100e,AMD,65.0,4.0,1.8,285.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Phenom X4 9150e,AMD,65.0,4.0,1.8,285.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Phenom X4 9350e,AMD,65.0,4.0,2.0,285.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Phenom X4 9450e,AMD,65.0,4.0,2.1,285.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Phenom X4 9500,AMD,95.0,4.0,2.2,285.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom X4 9550,AMD,95.0,4.0,2.2,285.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom X4 9600,AMD,95.0,4.0,2.3,285.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom X4 9600 BE,AMD,95.0,4.0,2.3,285.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom X4 9600B,AMD,95.0,4.0,2.3,285.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom X4 9650,AMD,95.0,4.0,2.3,285.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom X4 9750 (125W),AMD,125.0,4.0,2.4,285.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom X4 9750 (95W),AMD,95.0,4.0,2.4,285.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom X4 9750B,AMD,95.0,4.0,2.4,285.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom X4 9850 (125W),AMD,125.0,4.0,2.5,285.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom X4 9850 (95W),AMD,95.0,4.0,2.5,285.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom X4 9850 BE,AMD,125.0,4.0,2.5,285.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom X4 9850B,AMD,95.0,4.0,2.5,285.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
AMD Phenom X4 9950 BE (125W),AMD,125.0,4.0,2.6,285.0,12.7,1200.0,1212.7,200.0,40000.0,40200.0,0.0204,0.00021,0.02061
AMD Phenom X4 9950 BE (140W),AMD,140.0,4.0,2.6,285.0,12.7,1400.0,1412.7,200.0,50000.0,50200.0,0.0204,0.00024,0.020640000000000002
AMD Ryzen 3 1200,AMD,65.0,4.0,3.1,213.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 1300X,AMD,65.0,4.0,3.4,213.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 2200G,AMD,65.0,4.0,3.5,210.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 2200GE,AMD,35.0,4.0,3.2,210.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 3 2200U,AMD,15.0,2.0,2.5,246.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 2300U,AMD,15.0,4.0,2.0,246.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 2300X,AMD,65.0,4.0,3.5,213.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 3100,AMD,65.0,4.0,3.6,198.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 3200G,AMD,65.0,4.0,3.6,210.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 3200GE,AMD,35.0,4.0,3.3,210.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 3 3200U,AMD,15.0,2.0,2.6,210.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 3250U,AMD,15.0,2.0,2.6,210.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 3300U,AMD,15.0,4.0,2.1,210.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 3300X,AMD,65.0,4.0,3.8,198.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 4100,AMD,65.0,4.0,3.8,156.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 4300G,AMD,65.0,4.0,3.8,156.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 4300GE,AMD,35.0,4.0,3.5,156.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 3 4300U,AMD,25.0,4.0,2.7,156.0,12.7,250.0,262.7,200.0,10000.0,10200.0,0.0204,4e-05,0.02044
AMD Ryzen 3 5125C,AMD,15.0,2.0,3.0,180.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 5300G,AMD,65.0,4.0,4.0,180.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 5300U,AMD,15.0,4.0,2.6,156.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 5400U,AMD,15.0,4.0,2.6,180.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 5425C,AMD,15.0,4.0,2.7,180.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 5425U,AMD,15.0,4.0,2.7,180.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 7320U,AMD,15.0,4.0,2.4,100.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 7330U,AMD,15.0,4.0,2.3,180.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 7335U,AMD,28.0,4.0,3.0,208.0,12.7,280.0,292.7,200.0,10000.0,10200.0,0.0204,5e-05,0.020450000000000003
AMD Ryzen 3 PRO 1200,AMD,65.0,4.0,3.1,213.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 PRO 1300,AMD,65.0,4.0,3.5,213.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 PRO 2200GE,AMD,35.0,4.0,3.2,210.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 3 PRO 2300U,AMD,15.0,4.0,2.0,246.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 PRO 3200GE,AMD,35.0,4.0,3.3,210.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 3 PRO 3300U,AMD,15.0,4.0,2.1,210.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 PRO 4350G,AMD,65.0,4.0,3.8,156.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 PRO 4350GE,AMD,35.0,4.0,3.5,156.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 3 PRO 4450U,AMD,15.0,4.0,2.4,156.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 PRO 5350G,AMD,65.0,4.0,4.0,180.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 3 PRO 5350GE,AMD,35.0,4.0,3.6,180.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 3 PRO 5450U,AMD,15.0,4.0,2.6,180.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 3 PRO 5475U,AMD,15.0,4.0,2.7,180.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 1400,AMD,65.0,4.0,3.2,213.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 5 1500X,AMD,65.0,4.0,3.5,213.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 5 1600,AMD,65.0,6.0,3.2,213.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 1600AF,AMD,65.0,6.0,3.2,192.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 1600X,AMD,95.0,6.0,3.6,213.0,13.0,900.0,913.0,210.0,30000.0,30210.0,0.0204,0.00016,0.020560000000000002
AMD Ryzen 5 2400G,AMD,65.0,4.0,3.6,210.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 5 2400GE,AMD,35.0,4.0,3.2,210.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 2500U,AMD,15.0,4.0,2.0,246.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 2500X,AMD,65.0,4.0,3.6,213.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 5 2600,AMD,65.0,6.0,3.4,213.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 2600E,AMD,65.0,6.0,3.1,192.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 2600H,AMD,15.0,4.0,3.3,246.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 2600X,AMD,95.0,6.0,3.6,213.0,13.0,900.0,913.0,210.0,30000.0,30210.0,0.0204,0.00016,0.020560000000000002
AMD Ryzen 5 3400G,AMD,65.0,4.0,3.7,210.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 5 3400GE,AMD,35.0,4.0,3.3,210.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 3500U,AMD,15.0,4.0,2.1,210.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 3500X,AMD,65.0,6.0,3.6,198.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 3550H,AMD,35.0,4.0,2.1,210.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 3580U,AMD,15.0,4.0,2.1,210.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 3600,AMD,65.0,6.0,3.6,198.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 3600X,AMD,95.0,6.0,3.8,198.0,13.0,900.0,913.0,210.0,30000.0,30210.0,0.0204,0.00016,0.020560000000000002
AMD Ryzen 5 3600XT,AMD,95.0,6.0,3.8,198.0,13.0,900.0,913.0,210.0,30000.0,30210.0,0.0204,0.00016,0.020560000000000002
AMD Ryzen 5 4500,AMD,65.0,6.0,3.6,156.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 4500U,AMD,25.0,6.0,2.3,156.0,13.0,250.0,263.0,210.0,10000.0,10210.0,0.0204,4e-05,0.02044
AMD Ryzen 5 4600G,AMD,65.0,6.0,3.7,156.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 4600GE,AMD,35.0,6.0,3.3,156.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 4600H,AMD,54.0,6.0,3.0,156.0,13.0,500.0,513.0,210.0,20000.0,20210.0,0.0204,9e-05,0.02049
AMD Ryzen 5 4600HS,AMD,35.0,6.0,3.0,156.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 4600U,AMD,25.0,6.0,2.1,156.0,13.0,250.0,263.0,210.0,10000.0,10210.0,0.0204,4e-05,0.02044
AMD Ryzen 5 5500,AMD,65.0,6.0,3.6,180.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 5500U,AMD,15.0,6.0,2.1,156.0,13.0,150.0,163.0,210.0,10000.0,10210.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 5600,AMD,65.0,6.0,3.5,205.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 5600G,AMD,65.0,6.0,3.9,180.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 5600U,AMD,15.0,6.0,2.3,180.0,13.0,150.0,163.0,210.0,10000.0,10210.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 5600X,AMD,65.0,6.0,3.7,205.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 5625C,AMD,15.0,6.0,2.3,180.0,13.0,150.0,163.0,210.0,10000.0,10210.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 5625U,AMD,15.0,6.0,2.3,180.0,13.0,150.0,163.0,210.0,10000.0,10210.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 6600H,AMD,45.0,6.0,3.3,208.0,13.0,400.0,413.0,210.0,20000.0,20210.0,0.0204,8e-05,0.02048
AMD Ryzen 5 6600HS,AMD,35.0,6.0,3.3,208.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 6600U,AMD,15.0,6.0,2.9,208.0,13.0,150.0,163.0,210.0,10000.0,10210.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 7520U,AMD,15.0,4.0,2.8,100.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 7530U,AMD,15.0,6.0,2.0,180.0,13.0,150.0,163.0,210.0,10000.0,10210.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 7535H,AMD,35.0,6.0,3.3,208.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 7535HS,AMD,35.0,6.0,3.3,208.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 7535U,AMD,28.0,6.0,2.9,208.0,13.0,280.0,293.0,210.0,10000.0,10210.0,0.0204,5e-05,0.020450000000000003
AMD Ryzen 5 7600,AMD,65.0,6.0,3.8,193.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 7600X,AMD,105.0,6.0,4.7,193.0,13.0,1000.0,1013.0,210.0,40000.0,40210.0,0.0204,0.00018,0.02058
AMD Ryzen 5 7640HS,AMD,35.0,6.0,4.3,178.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 7640U,AMD,15.0,6.0,3.5,178.0,13.0,150.0,163.0,210.0,10000.0,10210.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 7645HX,AMD,45.0,6.0,4.0,193.0,13.0,400.0,413.0,210.0,20000.0,20210.0,0.0204,8e-05,0.02048
AMD Ryzen 5 PRO 1500,AMD,65.0,4.0,3.5,192.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 5 PRO 1600,AMD,65.0,6.0,3.2,192.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 PRO 2400G,AMD,65.0,4.0,3.6,210.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
AMD Ryzen 5 PRO 2400GE,AMD,35.0,4.0,3.2,210.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 PRO 2500U,AMD,15.0,4.0,2.0,246.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 PRO 2600,AMD,65.0,6.0,3.4,192.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 PRO 3400GE,AMD,35.0,4.0,3.3,210.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 PRO 3500U,AMD,15.0,4.0,2.1,210.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 PRO 4650G,AMD,65.0,6.0,3.7,156.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 PRO 4650GE,AMD,35.0,6.0,3.3,156.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 PRO 4650U,AMD,15.0,6.0,2.1,156.0,13.0,150.0,163.0,210.0,10000.0,10210.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 PRO 5650G,AMD,65.0,6.0,3.9,180.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
AMD Ryzen 5 PRO 5650GE,AMD,35.0,6.0,3.4,180.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 PRO 5650U,AMD,15.0,6.0,2.3,180.0,13.0,150.0,163.0,210.0,10000.0,10210.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 PRO 5675U,AMD,15.0,6.0,2.3,180.0,13.0,150.0,163.0,210.0,10000.0,10210.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 5 PRO 6650H,AMD,45.0,6.0,3.3,208.0,13.0,400.0,413.0,210.0,20000.0,20210.0,0.0204,8e-05,0.02048
AMD Ryzen 5 PRO 6650HS,AMD,35.0,6.0,3.3,208.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
AMD Ryzen 5 PRO 6650U,AMD,15.0,6.0,2.9,208.0,13.0,150.0,163.0,210.0,10000.0,10210.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 7 1700,AMD,65.0,8.0,3.0,213.0,16.0,600.0,616.0,240.0,20000.0,20240.0,0.0204,0.00011,0.02051
AMD Ryzen 7 1700X,AMD,95.0,8.0,3.4,213.0,16.0,900.0,916.0,240.0,30000.0,30240.0,0.0204,0.00016,0.020560000000000002
AMD Ryzen 7 1800X,AMD,95.0,8.0,3.6,213.0,16.0,900.0,916.0,240.0,30000.0,30240.0,0.0204,0.00016,0.020560000000000002
AMD Ryzen 7 2700,AMD,65.0,8.0,3.2,213.0,16.0,600.0,616.0,240.0,20000.0,20240.0,0.0204,0.00011,0.02051
AMD Ryzen 7 2700E,AMD,65.0,8.0,2.8,192.0,16.0,600.0,616.0,240.0,20000.0,20240.0,0.0204,0.00011,0.02051
AMD Ryzen 7 2700U,AMD,15.0,4.0,2.2,246.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 7 2700X,AMD,105.0,8.0,3.7,213.0,16.0,1000.0,1016.0,240.0,40000.0,40240.0,0.0204,0.00018,0.02058
AMD Ryzen 7 2700X 50th Anniversary,AMD,105.0,8.0,3.7,213.0,16.0,1000.0,1016.0,240.0,40000.0,40240.0,0.0204,0.00018,0.02058
AMD Ryzen 7 2800H,AMD,15.0,4.0,3.4,246.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 7 3700U,AMD,15.0,4.0,2.3,210.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
AMD Ryzen 7 3700X,AMD,65.0,8.0,3.6,198.0,16.0,600.0,616.0,240.0,20000.0,20240.0,0.0204,0.00011,0.02051
AMD Ryzen 7 3750H,AMD,35.0,4.0,2.3,210.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
